name,zip_code,latitude,longitude,rating,review_count,category,has_online_services,distance,total_pop,median_income,bachelors_degrees,median_age,pct_bachelors
The Cliff Spa,84092,40.58260659252161,-111.65421125896988,3.6,55,spas,0,119131.96226783925,28162.0,153333.0,5821.0,42.3,20.669696754491866
The Quarry,84604,40.2649049,-111.6697406,4.3,22,rock_climbing,0,118140.5066131371,43749.0,74522.0,6599.0,23.6,15.083773343390705
Tougher Personal Training,84501,39.59970612697956,-110.80967,5.0,19,healthtrainers,0,94430.56474803684,13002.0,53256.0,1069.0,37.1,8.221812028918627
Eventful Yoga,84098,40.73387,-111.52816,5.0,6,yoga,0,115749.75850863617,20311.0,171151.0,5789.0,41.9,28.50179705578258
3B Yoga,84604,40.2985456,-111.6580047020616,5.0,13,yoga,0,116876.12505462872,43749.0,74522.0,6599.0,23.6,15.083773343390705
Anytime Fitness,84651,40.0322371389139,-111.735760121641,4.9,8,gyms,0,128420.49710967824,29502.0,94152.0,3682.0,29.7,12.480509795946038
XD Fit,84062,40.35451,-111.735406,5.0,8,intervaltraininggyms,0,123271.23044918072,47489.0,101584.0,7843.0,27.8,16.515403567141863
EXL Fitness & Performance,84057,40.3272661,-111.7084065,5.0,9,bootcamps,0,121021.98429873356,37620.0,80184.0,6026.0,28.3,16.018075491759703
The Shop,84060,40.65032,-111.50286,4.8,25,yoga,0,108736.24766300221,8575.0,132412.0,2597.0,47.7,30.28571428571429
Yoga Mastery Institute,84098,40.750914434168955,-111.572402,5.0,20,yoga,0,118055.80010715083,20311.0,171151.0,5789.0,41.9,28.50179705578258
Upgrade Labs,84098,40.7204095287276,-111.5399872349182,4.4,7,cryotherapy,0,114272.19492350459,20311.0,171151.0,5789.0,41.9,28.50179705578258
Stillwell Spa,84092,40.591248,-111.632414,4.2,16,massage,0,117543.80450785885,28162.0,153333.0,5821.0,42.3,20.669696754491866
Now and Zen Massage,84060,40.663453,-111.493592,4.2,54,massage,0,108446.65786561379,8575.0,132412.0,2597.0,47.7,30.28571428571429
CrossFit Utah Valley,84042,40.33652095593725,-111.750409,5.0,5,intervaltraininggyms,0,124559.95765323943,11570.0,104840.0,1935.0,30.1,16.72428694900605
Passion Fitness,84057,40.2901056,-111.6980166,5.0,6,healthtrainers,0,120317.04706683855,37620.0,80184.0,6026.0,28.3,16.018075491759703
Silver Mountain Sports Club & Spa,84060,40.66319,-111.49361,3.6,69,gyms,0,108446.65786561379,8575.0,132412.0,2597.0,47.7,30.28571428571429
Salt Pilates,84098,40.720173,-111.542444,4.7,26,pilates,0,114457.35073675716,20311.0,171151.0,5789.0,41.9,28.50179705578258
CrossFit MinersTown Strength & Conditioning,84060,40.66077,-111.506127,5.0,10,intervaltraininggyms,0,109355.57390572663,8575.0,132412.0,2597.0,47.7,30.28571428571429
Park City Jiu Jitsu,84098,40.7233382,-111.4869298,4.7,14,brazilianjiujitsu,0,110230.18711839692,20311.0,171151.0,5789.0,41.9,28.50179705578258
Athletic Republic,84098,40.7507292,-111.5715636,5.0,7,healthtrainers,0,117982.60340664862,20311.0,171151.0,5789.0,41.9,28.50179705578258
Park City Yoga Adventures,84049,40.632379,-111.441694,4.9,19,hiking,0,103211.44790889513,6926.0,140500.0,1625.0,38.0,23.462315911059775
Good Movement Studio,84060,40.6858999,-111.54049,5.0,6,pilates,0,112990.94037358067,8575.0,132412.0,2597.0,47.7,30.28571428571429
Pilates By Alison,84060,40.6576781,-111.5067257,5.0,6,pilates,0,109296.28924724317,8575.0,132412.0,2597.0,47.7,30.28571428571429
Mountain West Pilates,84062,40.354262699332565,-111.7398412,5.0,11,pilates,0,123647.07151645955,47489.0,101584.0,7843.0,27.8,16.515403567141863
The Yoga Underground,84606,40.239807,-111.642414,4.2,18,yoga,0,116087.37280650958,35931.0,52110.0,4057.0,23.2,11.291085692020818
Karve Barre Studio,84042,40.34755101452691,-111.72770207388731,5.0,9,barreclasses,0,122621.20729827222,11570.0,104840.0,1935.0,30.1,16.72428694900605
InBalance Wellness and Yoga,84057,40.313432,-111.707028,5.0,10,yoga,0,120953.79735952658,37620.0,80184.0,6026.0,28.3,16.018075491759703
Put It Up CrossFit,84058,40.264743,-111.709133,5.0,8,healthtrainers,0,121458.05628259381,34706.0,71474.0,5105.0,24.9,14.70927217195874
Wasatch Combat Sports,84057,40.31515,-111.72959,5.0,7,boxing,0,122850.98333554818,37620.0,80184.0,6026.0,28.3,16.018075491759703
Rxfit Gym - Springville,84663,40.15639309956496,-111.65502200555726,5.0,5,healthtrainers,0,118516.50380914504,35889.0,88919.0,5339.0,28.1,14.876424531193402
Embody Wellness Center,84058,40.27541,-111.6887056,4.9,9,massage_therapy,0,119637.73967597594,34706.0,71474.0,5105.0,24.9,14.70927217195874
Peak 45 - Park City,84098,40.72536478937925,-111.5426089918972,5.0,7,pilates,0,114676.41677426963,20311.0,171151.0,5789.0,41.9,28.50179705578258
Everly Grace Whole Beauty,84098,40.71246,-111.54764,5.0,5,yoga,0,114564.36699076847,20311.0,171151.0,5789.0,41.9,28.50179705578258
Warriors Warehouse Gym,84078,40.4477674,-109.5491575,4.4,7,healthmarkets,0,62979.72337561588,30669.0,71230.0,2365.0,32.0,7.711369787081418
The Yoga Shala,84057,40.312694,-111.702358,5.0,7,yoga,0,120561.27328348692,37620.0,80184.0,6026.0,28.3,16.018075491759703
Bodhi Yoga,84604,40.25934374259503,-111.66441493536357,5.0,7,yoga,0,117729.28510044544,43749.0,74522.0,6599.0,23.6,15.083773343390705
Peak State Fit,84115,40.7224327,-111.8749404,5.0,4,bike_repair_maintenance,0,141075.02475885564,28411.0,61505.0,4155.0,33.9,14.62461722572243
The Dojo - Perry's Martial Arts,84057,40.312620008353065,-111.7021928786671,5.0,6,karate,0,120547.60219071282,37620.0,80184.0,6026.0,28.3,16.018075491759703
Burn Boot Camp - Orem,84097,40.27411,-111.68339,5.0,4,bootcamps,0,119200.18706248846,22024.0,97034.0,3928.0,29.5,17.835088993824918
BJJ Revolution Utah,84060,40.66319,-111.49361,5.0,6,brazilianjiujitsu,0,108446.65786561379,8575.0,132412.0,2597.0,47.7,30.28571428571429
Gracie Barra Park City,84098,40.74969,-111.57218,5.0,4,brazilianjiujitsu,0,117988.20307684346,20311.0,171151.0,5789.0,41.9,28.50179705578258
Pure Barre,84098,40.7232268,-111.5420325,4.4,14,barreclasses,0,114545.43006467099,20311.0,171151.0,5789.0,41.9,28.50179705578258
Orem Fitness Center,84058,40.2948629864314,-111.709491377236,3.6,14,gyms,0,121258.37915091634,34706.0,71474.0,5105.0,24.9,14.70927217195874
Mountain Elite Massage and The Sanctuary,84032,40.5069388,-111.4139413,5.0,4,nutritionists,0,97573.77669862953,25328.0,101365.0,4346.0,33.0,17.158875552747947
PC Yoga Collective,84098,40.720105,-111.538771,4.0,4,yoga,0,114165.94562445603,20311.0,171151.0,5789.0,41.9,28.50179705578258
Embodied Patience,84124,40.69806,-111.85405,5.0,2,theater,0,132724.73329455912,22992.0,117500.0,5135.0,39.8,22.333855254001392
The Beau Collective,84098,40.72803,-111.5514,5.0,2,cardioclasses,0,115444.58051023699,20311.0,171151.0,5789.0,41.9,28.50179705578258
Planet Fitness,84601,40.22006448776538,-111.65685576774852,4.0,8,gyms,0,117564.03431702143,32871.0,64758.0,4258.0,25.7,12.953667366371574
Strive Training and Fitness,84057,40.289465,-111.693714,5.0,2,healthtrainers,0,119957.04068589666,37620.0,80184.0,6026.0,28.3,16.018075491759703
Utah Yoga and Wellness,84049,40.5121772,-111.4743545,5.0,3,yoga,0,102704.23756769956,6926.0,140500.0,1625.0,38.0,23.462315911059775
F45 Training Park City,84098,40.72143,-111.53902,4.8,5,healthtrainers,0,114236.90300789349,20311.0,171151.0,5789.0,41.9,28.50179705578258
Rxfit Gym - Provo,84601,40.239463,-111.6617671,5.0,3,healthtrainers,0,117724.47799058829,32871.0,64758.0,4258.0,25.7,12.953667366371574
Sports Performance Academy,84660,40.1221511,-111.6375426,4.8,4,gyms,0,117820.47476612481,47004.0,98398.0,6675.0,27.4,14.200919070717385
Postura,84663,40.1836054,-111.6096652,5.0,1,healthtrainers,0,114191.20799532691,35889.0,88919.0,5339.0,28.1,14.876424531193402
Omega Martial Arts,84663,40.1783416,-111.6107859,5.0,3,martialarts,0,114425.8587348203,35889.0,88919.0,5339.0,28.1,14.876424531193402
Shauntea,84105,40.7349548339844,-111.865287780762,5.0,3,yoga,0,140492.70824922697,22963.0,94145.0,5510.0,35.6,23.995122588511954
Montage Deer Valley Fitness Center,84060,40.616089547636,-111.511281430721,5.0,2,gyms,0,108320.04919377783,8575.0,132412.0,2597.0,47.7,30.28571428571429
Total Glow Pilates And Yoga,84097,40.281896646379806,-111.6864749,5.0,2,yoga,0,119398.08844020627,22024.0,97034.0,3928.0,29.5,17.835088993824918
THE BOX,84062,40.3543,-111.73993,5.0,1,gyms,0,123653.42382981385,47489.0,101584.0,7843.0,27.8,16.515403567141863
Crossfit Park City,84098,40.74787,-111.56435,4.6,7,intervaltraininggyms,0,117300.3200364396,20311.0,171151.0,5789.0,41.9,28.50179705578258
Infinity BJJ Utah,84664,40.137209,-111.597507,5.0,3,brazilianjiujitsu,0,114147.1417689548,12340.0,127860.0,2134.0,31.4,17.293354943273904
Bobby Lawrence Karate,84097,40.27912,-111.68747,5.0,1,martialarts,0,119507.40853643492,22024.0,97034.0,3928.0,29.5,17.835088993824918
Hermes Crossfit,84660,40.135825,-111.659219,5.0,4,gyms,0,119311.24182240735,47004.0,98398.0,6675.0,27.4,14.200919070717385
Fit To Recover,84115,40.74079100546099,-111.88931566012856,5.0,2,gyms,0,142831.86514043415,28411.0,61505.0,4155.0,33.9,14.62461722572243
Progressive Defense Tactics,84034,40.4791360269672,-111.46463152352624,5.0,1,selfdefenseclasses,0,101317.30623282866,,,,,
Bhakti House,84062,40.35693,-111.71133,5.0,2,yoga,0,121230.83898884228,47489.0,101584.0,7843.0,27.8,16.515403567141863
Raptor Martial Arts & Self Defense,84501,39.56165154903027,-110.81786581379656,5.0,1,taekwondo,0,98498.21208232522,13002.0,53256.0,1069.0,37.1,8.221812028918627
Orangetheory Fitness,84097,40.2722,-111.68271,3.6,28,bootcamps,0,119157.33787484054,22024.0,97034.0,3928.0,29.5,17.835088993824918
Orangetheory Fitness,84098,40.72045,-111.54169,3.8,25,bootcamps,0,114445.28604494758,20311.0,171151.0,5789.0,41.9,28.50179705578258
the balance babe,84107,40.6778263,-111.8736499,5.0,1,reiki,0,139621.80779630173,37548.0,73469.0,6241.0,35.0,16.621391285820817
Leantrition,84604,40.2761917,-111.6510925,5.0,1,weightlosscenters,0,116438.67539028946,43749.0,74522.0,6599.0,23.6,15.083773343390705
Royal West Martial Arts,84042,40.333932,-111.712997,4.5,2,martialarts,0,121394.5656141359,11570.0,104840.0,1935.0,30.1,16.72428694900605
F45 Training - Lindon,84042,40.3422,-111.72283,5.0,2,healthtrainers,0,122213.88161171913,11570.0,104840.0,1935.0,30.1,16.72428694900605
Board30 Park City,84060,40.64595,-111.4964318,5.0,2,intervaltraininggyms,0,108070.16840175464,8575.0,132412.0,2597.0,47.7,30.28571428571429
CrossFit Vitruvius,84604,40.274678,-111.652139,5.0,1,intervaltraininggyms,0,116550.29426062132,43749.0,74522.0,6599.0,23.6,15.083773343390705
Studio Rise,84060,40.662591,-111.498224,5.0,2,pilates,0,108789.62348977178,8575.0,132412.0,2597.0,47.7,30.28571428571429
Innsaei,84057,40.2988669,-111.7025014,5.0,1,yoga,0,120642.72965565805,37620.0,80184.0,6026.0,28.3,16.018075491759703
Shamanic Twist Institute Wellness Center & Studio,84036,40.640695,-111.285711,5.0,1,yoga,0,91077.70846653833,8781.0,122679.0,1681.0,38.2,19.143605511900695
The Little Gym of Orem,84058,40.29809,-111.699473,4.7,3,martialarts,0,120390.7239209128,34706.0,71474.0,5105.0,24.9,14.70927217195874
Rise Martial Arts,84660,40.1113090515137,-111.655181884766,4.5,2,martialarts,0,119562.10444397859,47004.0,98398.0,6675.0,27.4,14.200919070717385
Gogan's Garage,84032,40.483089,-111.422482,5.0,1,weightlosscenters,0,97814.66859201032,25328.0,101365.0,4346.0,33.0,17.158875552747947
Anytime Fitness,84078,40.4362121540249,-109.564488105835,5.0,2,gyms,0,61485.49000078628,30669.0,71230.0,2365.0,32.0,7.711369787081418
Mindpose Yoga,84042,40.334697,-111.713493,3.8,5,yoga,0,121435.0033554067,11570.0,104840.0,1935.0,30.1,16.72428694900605
Total Fitness,84651,40.0432801897073,-111.733299342627,3.6,5,gyms,0,127881.05358700712,29502.0,94152.0,3682.0,29.7,12.480509795946038
Utah Valley Self Defense,84042,40.34755,-111.72825,5.0,1,martialarts,0,122638.54958002032,11570.0,104840.0,1935.0,30.1,16.72428694900605
Viking CrossFit,84057,40.3124542236328,-111.704292297363,4.0,1,intervaltraininggyms,0,120726.19160311992,37620.0,80184.0,6026.0,28.3,16.018075491759703
"HOTWORX - Orem, UT - University Pkwy",84058,40.27205,-111.69001202727355,5.0,2,yoga,0,119776.29595038481,34706.0,71474.0,5105.0,24.9,14.70927217195874
Sarah Yoga & Wellness | Reiki Lehi UT | Life Coaching,84043,40.879203,-111.891747,5.0,1,yoga,0,148346.07484902392,81839.0,125598.0,15050.0,26.6,18.38976527083664
XYZ Fitness,84097,40.31298,-111.6794,5.0,2,yoga,0,118290.49802154407,22024.0,97034.0,3928.0,29.5,17.835088993824918
Utah Iron Gym,84663,40.1566804,-111.6572106,5.0,1,gyms,0,118613.29661964724,35889.0,88919.0,5339.0,28.1,14.876424531193402
Planet Fitness,84057,40.299915100000035,-111.69797347547332,3.3,41,gyms,0,120253.29118492876,37620.0,80184.0,6026.0,28.3,16.018075491759703
Ruthless Performance,84032,40.483089,-111.422482,5.0,1,gyms,0,97814.66859201032,25328.0,101365.0,4346.0,33.0,17.158875552747947
Train Insane,84057,40.29877,-111.72888,5.0,1,circuittraininggyms,0,122868.64315659985,37620.0,80184.0,6026.0,28.3,16.018075491759703
Salt City Wellness,84109,40.738916416819784,-111.8707517738652,5.0,1,c_and_mh,0,141277.26182522855,25879.0,136823.0,6598.0,35.8,25.49557556319796
Heber Fit Body Boot Camp,84032,40.4919,-111.408238,3.7,3,bootcamps,0,96806.3093904885,25328.0,101365.0,4346.0,33.0,17.158875552747947
Juliy Marie Pilates Studio,84060,40.662554,-111.499513,5.0,1,pilates,0,108888.61700914525,8575.0,132412.0,2597.0,47.7,30.28571428571429
VASA Fitness Spanish Fork,84660,40.118132141585946,-111.63980220559962,2.2,54,gyms,0,118116.60883206513,47004.0,98398.0,6675.0,27.4,14.200919070717385
Mtn Pilates,84098,40.7246322631836,-111.544631958008,5.0,1,pilates,0,115749.75850863617,20311.0,171151.0,5789.0,41.9,28.50179705578258
Cates Premium Coaching,84097,40.2692662,-111.680874,5.0,1,healthtrainers,0,119025.00595141615,22024.0,97034.0,3928.0,29.5,17.835088993824918
Vernal Fitness And Nutrition,84078,40.456,-109.52771,5.0,1,healthtrainers,0,64923.9920452083,30669.0,71230.0,2365.0,32.0,7.711369787081418
Silver Mountain Sports Club,84098,40.72485146543187,-111.54182727055225,3.0,13,gyms,0,114594.37643709707,20311.0,171151.0,5789.0,41.9,28.50179705578258
Center Stage Performing Arts Pre-School/ Kindergarten,84057,40.30778,-111.72502,5.0,1,preschools,0,122508.03695817724,37620.0,80184.0,6026.0,28.3,16.018075491759703
Summit Yoga,84060,40.6646057837043,-111.49684832097408,5.0,1,yoga,0,108748.07570381589,8575.0,132412.0,2597.0,47.7,30.28571428571429
Pur Pilates,84098,40.69995,-111.5546,5.0,1,pilates,0,114639.66306618648,20311.0,171151.0,5789.0,41.9,28.50179705578258
Anytime Fitness,84059,40.297926897130615,-111.73510384436491,3.7,6,gyms,0,123409.35283552954,16419.0,101842.0,2885.0,25.3,17.57110664474085
VASA Fitness - Provo,84606,40.2402918,-111.6421309,1.7,75,gyms,0,116057.60494448335,35931.0,52110.0,4057.0,23.2,11.291085692020818
Anytime Fitness,84032,40.49374,-111.41332,5.0,1,gyms,0,97176.34606599041,25328.0,101365.0,4346.0,33.0,17.158875552747947
Amys Martial Arts,84058,40.2953747,-111.694361,3.1,8,martialarts,0,119973.96993512938,34706.0,71474.0,5105.0,24.9,14.70927217195874
Team Justus Bobby Lawrence Karate,84057,40.3250503596976,-111.708364977312,2.8,6,karate,0,121024.93756235157,37620.0,80184.0,6026.0,28.3,16.018075491759703
Dow's Karate & Fitness,84528,39.3331436,-110.9642448536788,5.0,1,karate,0,126841.36017460593,2955.0,79489.0,130.0,37.6,4.39932318104907
Bushi Kai Action Academy,84057,40.30245,-111.69942,5.0,1,karate,0,120362.40410548272,37620.0,80184.0,6026.0,28.3,16.018075491759703
Anytime Fitness,84663,40.16147439025037,-111.5984023,3.1,10,gyms,0,113683.9534755359,35889.0,88919.0,5339.0,28.1,14.876424531193402
Rock Canyon Crossfit,84604,40.2745206,-111.652120575769,4.0,1,gyms,0,116550.06261820378,43749.0,74522.0,6599.0,23.6,15.083773343390705
Elevated CrossFit,84663,40.1678925,-111.6102129,5.0,1,bootcamps,0,114539.10478544366,35889.0,88919.0,5339.0,28.1,14.876424531193402
Park City Horse Experience,84060,40.6615028381348,-111.501174926758,4.0,1,horsebackriding,0,107976.84144816006,8575.0,132412.0,2597.0,47.7,30.28571428571429
VASA Fitness - Orem,84057,40.325794,-111.70988,2.0,31,gyms,0,121157.70815784489,37620.0,80184.0,6026.0,28.3,16.018075491759703
Soul Elevation Wellness,84010,40.8846345071759,-111.87815072531768,5.0,1,naturopathic,0,147533.94017068532,46666.0,102038.0,8801.0,32.4,18.85955513650195
The Pilates Studio Utah,84032,40.49873,-111.419725,5.0,1,pilates,0,97901.1882869682,25328.0,101365.0,4346.0,33.0,17.158875552747947
Starlyte Yoga,84660,40.1132084460961,-111.65450365353,5.0,1,yoga,0,119457.38797316859,47004.0,98398.0,6675.0,27.4,14.200919070717385
TCA Academy of Martial Arts,84066,40.29904,-109.98919,5.0,1,martialarts,0,25302.694762093444,14626.0,75383.0,991.0,32.8,6.7756050868316695
Jiu Jitsu Utah,84057,40.2971950918436,-111.700296029449,5.0,1,martialarts,0,120495.65268236981,37620.0,80184.0,6026.0,28.3,16.018075491759703
Mayweather Boxing  Fitness,84097,40.28095567562299,-111.67852,5.0,1,boxing,0,118731.99324743207,22024.0,97034.0,3928.0,29.5,17.835088993824918
Uintah Basin PiYo,84078,40.4544835,-109.5233294,5.0,1,yoga,0,65270.52053638821,30669.0,71230.0,2365.0,32.0,7.711369787081418
Premier Martial Arts,84062,40.35523,-111.73693,5.0,1,karate,0,123400.35147454099,47489.0,101584.0,7843.0,27.8,16.515403567141863
UFitness,84066,40.30314739422771,-109.97040417389076,1.0,1,gyms,0,26737.72351784167,14626.0,75383.0,991.0,32.8,6.7756050868316695
Fight or Flight Defensive Tactics & Nutrition,84057,40.2985348552465,-111.724150255322,5.0,1,martialarts,0,122488.06318619545,37620.0,80184.0,6026.0,28.3,16.018075491759703
Coach Britt Strength & Swim,84057,40.30571374424296,-111.700541,0.0,0,healthtrainers,0,120439.89853104971,37620.0,80184.0,6026.0,28.3,16.018075491759703
Own It Fitness,84606,40.20263,-111.62494,5.0,1,gyms,0,115155.8349173291,35931.0,52110.0,4057.0,23.2,11.291085692020818
Club Pilates,84098,40.7200945,-111.5392843,3.5,11,pilates,0,114204.34541602538,20311.0,171151.0,5789.0,41.9,28.50179705578258
Utah Premier Horseback Riding,84604,40.39490011421506,-111.59259627248592,0.0,0,horsebackriding,0,111265.78347340492,43749.0,74522.0,6599.0,23.6,15.083773343390705
VASA Fitness Orem - University,84097,40.3114710905209,-111.694564137136,1.9,186,gyms,0,119906.296820098,22024.0,97034.0,3928.0,29.5,17.835088993824918
Structural Stretch,84060,40.65890450594288,-111.50386517193108,0.0,0,healthtrainers,0,109109.45953289354,8575.0,132412.0,2597.0,47.7,30.28571428571429
Ray: Massage & Wellness,84117,40.6662332,-111.83119880353044,0.0,0,massage_therapy,0,135831.4247585231,24873.0,87451.0,5831.0,41.1,23.443090901781048
Brand Athletics,84606,40.20945183336251,-111.6334841910431,0.0,0,healthtrainers,0,115753.69482719411,35931.0,52110.0,4057.0,23.2,11.291085692020818
Bobby Lawrence Karate Schools,84660,40.122572891394,-111.640413480599,2.8,12,kickboxing,0,118058.71799377799,47004.0,98398.0,6675.0,27.4,14.200919070717385
Earthen Phoenix,84103,40.77395,-111.86931,0.0,0,massage_therapy,0,141088.38368805283,23796.0,81386.0,6466.0,35.3,27.17263405614389
"HOTWORX - Spanish Fork, UT",84660,40.12356456371008,-111.64675174110212,3.0,2,yoga,0,118560.86882896446,47004.0,98398.0,6675.0,27.4,14.200919070717385
Namaste Healing,84078,40.4526122527891,-109.546503942328,5.0,1,yoga,0,63297.28670626144,30669.0,71230.0,2365.0,32.0,7.711369787081418
EōS Fitness,84058,40.271844,-111.69307,1.7,26,gyms,0,120106.56885868433,34706.0,71474.0,5105.0,24.9,14.70927217195874
High Performance Strength and Conditioning,84036,40.64316,-111.27969,0.0,0,healthtrainers,0,90779.02103535431,8781.0,122679.0,1681.0,38.2,19.143605511900695
Momentum 4 Life mentoring & coaching,84037,41.028982209290426,-111.94553558980172,0.0,0,lifecoach,0,159592.30776156683,39316.0,130258.0,7756.0,34.1,19.727337470749823
EōS Fitness,84663,40.1596186,-111.6281562,3.0,1,gyms,0,116206.46946249063,35889.0,88919.0,5339.0,28.1,14.876424531193402
Harmony Fitness Studio,84097,40.27139167178456,-111.68221094502668,0.0,0,yoga,0,119122.05581314415,22024.0,97034.0,3928.0,29.5,17.835088993824918
Kilted Fitness,84015,41.1420677,-112.0332219,0.0,0,healthtrainers,0,172135.10795346386,70730.0,92634.0,7777.0,31.9,10.995334370139968
Stretch Zone,84097,40.276211,-111.685249,2.6,5,healthtrainers,0,119340.28962617632,22024.0,97034.0,3928.0,29.5,17.835088993824918
Red House Wellness,84060,40.6450282,-111.4940957000128,0.0,0,healthretreats,0,107851.32400005919,8575.0,132412.0,2597.0,47.7,30.28571428571429
Tree of Life Studios,84651,40.04266,-111.73245,0.0,0,yoga,0,127837.47339783661,29502.0,94152.0,3682.0,29.7,12.480509795946038
Lifting Leez Coaching,82930,41.26022838205181,-110.96463051922008,0.0,0,healthtrainers,0,116824.0087681125,,,,,
Grand Junction Stand Up Paddle - Highline Lake Kiosk,81524,39.2708099,-108.836389,0.0,0,paddleboarding,0,171793.2174025483,,,,,
Wellness by Kholoud,84060,40.66256198860783,-111.4995116,0.0,0,reflexology,0,108888.78634846707,8575.0,132412.0,2597.0,47.7,30.28571428571429
Moon Child Healing,84060,40.6460622,-111.4979729,0.0,0,yoga,0,108197.88771333326,8575.0,132412.0,2597.0,47.7,30.28571428571429
Underground Club,84032,40.5096016,-111.4136505,0.0,0,healthtrainers,0,97602.11043697607,25328.0,101365.0,4346.0,33.0,17.158875552747947
Beyond Sports Taekwondo,84042,40.3349201,-111.7122142,0.0,0,taekwondo,0,121326.17468853142,11570.0,104840.0,1935.0,30.1,16.72428694900605
CrossFit Utah Valley,84042,40.33653406060439,-111.750409,0.0,0,gyms,0,124559.93326734588,11570.0,104840.0,1935.0,30.1,16.72428694900605
Healing Wands,84105,40.7733075,-111.8636822,0.0,0,yoga,0,141910.8292226681,22963.0,94145.0,5510.0,35.6,23.995122588511954
Slow Flow Fusion Yoga,84032,40.50967,-111.41694,0.0,0,yoga,0,97254.08607328749,25328.0,101365.0,4346.0,33.0,17.158875552747947
"HOTWORX - Park City, UT - Kimball Junction",84098,40.72504,-111.54243,3.0,4,yoga,0,114649.31075354593,20311.0,171151.0,5789.0,41.9,28.50179705578258
801 Fitness & Strength,84058,40.2737833594161,-111.73080272419992,0.0,0,gyms,0,123212.7598292573,34706.0,71474.0,5105.0,24.9,14.70927217195874
Ceu Bdac,84501,39.6064035594463,-110.803608074784,1.0,1,gyms,0,93395.99126695856,13002.0,53256.0,1069.0,37.1,8.221812028918627
Lunar Healing Bodywork & Massage,84604,40.2631512,-111.6654160842122,0.0,0,massage_therapy,0,117776.74027260781,43749.0,74522.0,6599.0,23.6,15.083773343390705
Simply Fit Personal Training,84664,40.14528,-111.56916,0.0,0,gyms,0,111599.9907281293,12340.0,127860.0,2134.0,31.4,17.293354943273904
Achieve Fitness,84050,41.0422738,-111.6729196,0.0,0,gyms,0,140604.06781703795,12247.0,125949.0,1727.0,32.7,14.101412590838573
waterlyn taekwondo,84062,40.352598,-111.732496,0.0,0,taekwondo,0,123024.93551168073,47489.0,101584.0,7843.0,27.8,16.515403567141863
F45 Training South Orem,84097,40.27099,-111.68262,3.3,3,healthtrainers,0,119182.96414731308,22024.0,97034.0,3928.0,29.5,17.835088993824918
Studio710,84032,40.50909,-111.41264,0.0,0,poledancingclasses,0,97512.23566981412,25328.0,101365.0,4346.0,33.0,17.158875552747947
Eagle Fitness,84021,40.164968,-110.401142,0.0,0,gyms,0,22570.011660558193,3127.0,72050.0,212.0,37.2,6.779661016949152
The Barn Elite Training Facility,84664,40.1080255,-111.5983081,3.0,2,nutritionists,0,114940.34935602691,12340.0,127860.0,2134.0,31.4,17.293354943273904
Deep Half Brazilian Jiu Jitsu,84660,40.11098,-111.65438,0.0,0,brazilianjiujitsu,0,119505.46604372299,47004.0,98398.0,6675.0,27.4,14.200919070717385
Clarity Consulting,84604,40.29628,-111.639628,0.0,0,hypnosis,0,115333.28208776953,43749.0,74522.0,6599.0,23.6,15.083773343390705
Health & Fit with Emily Koshana,84060,40.64576,-111.49725,0.0,0,healthtrainers,0,108129.52855206665,8575.0,132412.0,2597.0,47.7,30.28571428571429
4Life Fitness,84057,40.30536,-111.73072,0.0,0,healthtrainers,0,122997.55507263349,37620.0,80184.0,6026.0,28.3,16.018075491759703
The Smart Fit Method,84098,40.725121,-111.546685,0.0,0,gyms,0,114986.80236907644,20311.0,171151.0,5789.0,41.9,28.50179705578258
The Iron Sanctuary,84097,40.2692662,-111.680874,0.0,0,gyms,0,119025.00595141615,22024.0,97034.0,3928.0,29.5,17.835088993824918
Pure Pilates Classical Studio,84057,40.3126754760742,-111.696990966797,0.0,0,pilates,0,120508.0225880809,37620.0,80184.0,6026.0,28.3,16.018075491759703
Bīja Yoga and Wellness,84057,40.31342525764533,-111.70703075140044,0.0,0,yoga,0,120954.05894298914,37620.0,80184.0,6026.0,28.3,16.018075491759703
Gain Fitness,84101,40.760643294764,-111.888120740662,0.0,0,healthtrainers,0,143410.9831808352,8329.0,70391.0,2053.0,33.3,24.64881738504022
Anytime Fitness,84501,39.59859815521943,-110.8235435,0.0,0,gyms,0,95108.28599891359,13002.0,53256.0,1069.0,37.1,8.221812028918627
The Mind Body Connection,82930,41.2670869,-110.966265,0.0,0,yoga,0,117554.23121124564,,,,,
Yoga Awakening With Sue,84098,40.70056,-111.54032,0.0,0,yoga,0,103965.28696346069,20311.0,171151.0,5789.0,41.9,28.50179705578258
The Core Pilates and Yoga Studio,84660,40.126374,-111.640198,0.0,0,pilates,0,117950.2280976311,47004.0,98398.0,6675.0,27.4,14.200919070717385
Fight 4 U Fitness & Krav Maga,84062,40.3602759540081,-111.750893220305,1.0,1,martialarts,0,124584.76733537359,47489.0,101584.0,7843.0,27.8,16.515403567141863
Form Fit Studio,84078,40.45351787388413,-109.54655139783203,0.0,0,pilates,0,63311.87090586927,30669.0,71230.0,2365.0,32.0,7.711369787081418
Body Alive Orem,84097,40.272823,-111.682297,0.0,0,pilates,0,119118.86563527217,22024.0,97034.0,3928.0,29.5,17.835088993824918
Curves,84058,40.28735,-111.69018,2.0,1,weightlosscenters,0,119663.48186670666,34706.0,71474.0,5105.0,24.9,14.70927217195874
