category_group,price,median_income,median_home_value,median_age,pct_bachelors,pct_prime_gym_age,total_pop,competition_1km,competition_3km,market_gap,gym_density_per_1k,income_per_competitor,success_score,id,name,zip_code,latitude,longitude
general_gym,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,1,7,104093.75,0.20887873892942682,11939.875,0.6671803103241266,QIqLgzyYeu2c4jkaRfS4jg,Anytime Fitness,84015,41.13902478456726,-112.06049248635304
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,0,8,104093.75,0.20887873892942682,10613.222222222223,0.601588439863031,N49gNMmoG89mHRaPCmQH8Q,Caique - Gracie Brazilian Jiu Jitsu Utah,84015,41.11939,-112.04624
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,1,6,104093.75,0.20887873892942682,13645.57142857143,0.601588439863031,BxLWVUotIbpV2TjjCZODSw,Strike Boxing & Fitness Club,84015,41.1156631,-112.0264994
personal_training,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,2,18,52860.0,0.43494019572308806,4716.0,0.7129195437388769,S4jHivvnGMkGt12Uax3pqg,Evolution Fitness And Personal Training,84041,41.080184,-111.975488
general_gym,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,0,10,74937.5,0.19693346462230976,12116.90909090909,0.5640951693284909,L-U1CMQaOH32UUcoQQ1irw,The Obstacle Complex,84075,41.110134,-112.047745
other,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,6,14,64425.0,0.39335030950458566,5383.866666666667,0.709938469541394,XOL-h9wnoethprvLaGPRew,The Front Climbing Club - Ogden,84401,41.2309700549802,-111.975291376275
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,3,10,65314.28571428572,0.3351033664999742,8283.181818181818,0.7029195437388769,yxhbpwrmEqpLM7Vuwt1x6Q,Roy Crossfit,84067,41.167227,-112.023894
martial_arts,0,84106.0,425100.0,33.0,12.79797805732667,23.22649204434488,34818.0,1,8,115528.57142857143,0.17232465965879717,9345.111111111111,0.7031768797260619,WkPR72qRE-L28V5G8qImBw,Mori Training Center,84405,41.195653,-111.983973
mind_body,0,88236.0,422900.0,34.8,14.689430290819438,25.15044670077676,37721.0,6,13,63246.66666666667,0.37114604596908884,6302.571428571428,0.6488243744103859,XwrRUuG3LWdL1gI5qV9KJg,Bhav Yoga Den,84403,41.15375,-111.93678
mind_body,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,6,19,64425.0,0.39335030950458566,4037.9,0.7376487488207718,OQiXqvJNZr1j7gaS3zWqvA,Higher Ground Hot Yoga,84401,41.22061,-111.97826
other,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,1,10,104093.75,0.20887873892942682,8683.545454545454,0.601588439863031,wGX_icCJ5YcJ5BhNHSqBvg,All Fit Bungee,84015,41.140394,-112.043147
personal_training,0,72735.0,499300.0,31.8,23.89937106918239,48.15051700245176,9381.0,1,11,19639.130434782608,2.3451657605798957,6061.25,0.6799378890944546,wS3Dq9dH1ajkor1a0WW0xw,Thunder Fitness Training,84101,41.14242435362451,-111.920552955287
other,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,2,2,28160.0,0.48204998097171126,44791.666666666664,0.6922855079854728,m6pTFnmnZfDuV2u9fxR30w,Divine Yoga Studios,84037,41.03076,-111.90148
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,0,15,104093.75,0.20887873892942682,5969.9375,0.585683609191522,YZT3ZgH9MkPVNjyubnqrWQ,Tobin's Elite Academy Of Martial Arts T.E.A.M.,84015,41.088198,-112.0162399
general_gym,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,4,8,52860.0,0.43494019572308806,9956.0,0.6522855079854728,YezYzE2h-s5IhMDXNF3L2Q,Wasatch Crossfit,84041,41.1033216,-111.9513219
personal_training,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,6,21,28160.0,0.48204998097171126,6107.954545454545,0.6799378890944546,yKANreSAYDVqFNRIDf_SOw,Lifelong Fitness,84037,41.0450757,-111.9580532
personal_training,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,2,12,104093.75,0.20887873892942682,7347.615384615385,0.5640951693284909,sflHV2IB6GwjQYjcZP4kNA,GPP Fitness - Syracuse & Clearfield,84015,41.0887712042437,-112.034196102728
general_gym,0,88236.0,422900.0,34.8,14.689430290819438,25.15044670077676,37721.0,1,15,63246.66666666667,0.37114604596908884,5514.75,0.6656836091915219,L5ZNret3G2WDcFfXQNKNUA,Absolute Power & Fitness,84403,41.2071339,-111.9497368
mind_body,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,1,10,74937.5,0.19693346462230976,12116.90909090909,0.5640951693284909,AWyxrEf34yKrLz5TfUMmLw,The Greenhouse Wellness Studio,84075,41.09196912415963,-112.0478
general_gym,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,3,11,74937.5,0.19693346462230976,11107.166666666666,0.601588439863031,SLHaicVQDNA7J4188_ulEA,Letrono CrossFit,84075,41.0883598,-112.0408173
martial_arts,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,2,7,74937.5,0.19693346462230976,16660.75,0.5640951693284909,QaRe9jql-gfftvuynlCURA,Evolutionary Martial Arts,84075,41.090743,-112.065673
other,0,85057.0,396800.0,34.3,10.85647348581555,21.90818027542914,66587.0,1,13,145880.0,0.13516151801402676,6075.5,0.6799378890944546,x-Jl0gcv-1DSFlOLvJbUGw,The Iron House,84404,41.240897,-111.980097
martial_arts,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,8,21,28160.0,0.48204998097171126,6107.954545454545,0.6099378890944547,pOO5lpUnh4opzLiQy6Stbw,Renzo Gracie Utah,84037,41.04015,-111.95565
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,4,11,104093.75,0.20887873892942682,7959.916666666667,0.601588439863031,jXPwLfeh0u1RHLM2dGbCiA,Brazilian Jiu-Jitsu-the Mori Academy of Martial Arts,84015,41.150486,-112.026868
mind_body,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,1,7,104093.75,0.20887873892942682,11939.875,0.4981903386569819,qZfvROZKjpiyHo9b_ZwUuA,Planet Beach,84015,41.138689,-112.062656
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,4,10,104093.75,0.20887873892942682,8683.545454545454,0.5640951693284909,HiALQWaeAHb7YndAyisaEw,O & M's Hap Kwon Do Martial Arts Institute,84015,41.149199,-112.026838
mind_body,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,2,4,74937.5,0.19693346462230976,26657.2,0.1640951693284909,ogwFwG0IFtEtqfKWa_BPsA,Club Pilates,84075,41.08956,-112.07321
martial_arts,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,7,21,28160.0,0.48204998097171126,6107.954545454545,0.6799378890944546,LfOiYxWe9zL2HB0N7hY_vg,Championship Martial Arts,84037,41.041951,-111.955887
martial_arts,0,128365.0,542500.0,36.3,19.16938510645761,20.17959240941457,28509.0,3,17,143825.0,0.10522992739135009,7131.388888888889,0.6488243744103859,ZS3URlhHn2oSErPYkFfC5g,One Hit MMA,84040,41.062439,-111.9452972
general_gym,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,3,16,52860.0,0.43494019572308806,5270.823529411765,0.601588439863031,Z9EnVH5Y5_m8NLRJ55wjxQ,Planet Fitness,84041,41.08660549534266,-111.9808058
other,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,0,13,104093.75,0.20887873892942682,6822.785714285715,0.5413731144772926,Qt6syJvPi5b_5D9HVd4M_g,VASA Fitness - Clinton,84015,41.1521753,-112.0624408
personal_training,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,0,11,104093.75,0.20887873892942682,7959.916666666667,0.5640951693284909,xnTMW0VOyyI9ulc0zKldLg,Fine Tuned Coaching,84015,41.1029757851974,-112.02372798893693
general_gym,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,5,22,52860.0,0.43494019572308806,3895.8260869565215,0.7098757781889093,ocFK5QJ-v04MDqNEYBNcaQ,EōS Fitness,84041,41.060771,-111.956592
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,3,8,65314.28571428572,0.3351033664999742,10123.888888888889,0.601588439863031,0bfYHuSeC6z-NTyw_CAAog,Snap Fitness,84067,41.17716,-112.06343
personal_training,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,8,16,52860.0,0.43494019572308806,5270.823529411765,0.5640951693284909,IPVtJAddqpdUMVuthQcwsw,CAMP,84041,41.069619664505154,-111.99064876854747
general_gym,0,128365.0,542500.0,36.3,19.16938510645761,20.17959240941457,28509.0,3,6,143825.0,0.10522992739135009,18337.85714285714,0.528190338656982,zaaws11rviM7_W6ivFWolg,Snap Fitness,84040,41.102399451181,-111.93791087116
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,1,8,104093.75,0.20887873892942682,10613.222222222223,0.0,FQh6hkad3TCkW23hhTRWXg,Shiba Taekwondo,84015,41.112419,-112.0231383
other,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,5,6,52860.0,0.43494019572308806,12800.57142857143,0.5056836091915219,J_1G0ImJEDDqoRfvFq4IuA,Sol Spa- Layton,84041,41.10004717740301,-111.942468
martial_arts,0,95519.0,417100.0,32.2,11.378321171948976,23.19250264579736,71812.0,2,12,104093.75,0.20887873892942682,7347.615384615385,0.1640951693284909,XtTxxLUWX4qJv-bL2IvVZw,BoxFit Utah,84015,41.08824192655632,-112.0309827621987
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,6,12,65314.28571428572,0.3351033664999742,7008.846153846154,0.549938469541394,7kSEJUVtojuYwtj2HHkVZg,EōS Fitness,84067,41.158793,-112.027924
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,0,11,65314.28571428572,0.3351033664999742,7592.916666666667,0.5640951693284909,Ujb5uKHluFfxSSbCgF1GDQ,Roy City,84067,41.17830689373602,-112.03153098254344
general_gym,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,8,17,64425.0,0.39335030950458566,4486.555555555556,0.6898757781889093,wfwZwztjPq31dNhpIam7xg,EōS Fitness,84401,41.225293,-111.971952
martial_arts,0,128192.0,632100.0,34.3,16.644342893161046,18.113772455089823,50768.0,1,7,65685.71428571429,0.25606681374093915,16024.0,0.6488243744103859,CTARmxYLi9JzRKkVb5qgtA,Xcite MMA,84065,40.4855,-111.9123
personal_training,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,5,17,43699.99999999999,0.43756712677513027,7161.666666666667,0.6281903386569818,Qho0KlvFF1GGG_9d5_gLlA,The Elite Training Facility,84020,40.5262839049101,-111.878039315343
mind_body,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,0,15,43699.99999999999,0.43756712677513027,8056.875,0.601588439863031,2X_XMNX40qbIriE1KoftcQ,Club Pilates,84020,40.54282615654125,-111.8906164055052
mind_body,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,2,9,43699.99999999999,0.43756712677513027,12891.0,0.6281903386569818,dlIyEp7YrgQDe61ZLCtfVw,Pilates Revolution & Fitness,84020,40.4975145,-111.8848551
general_gym,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,7,12,43699.99999999999,0.43756712677513027,9916.153846153846,0.6333212952399241,_aP3X7uI9cFU_fJ12wovkw,Treehouse Athletic Club,84020,40.5292015785177,-111.859260540475
personal_training,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,6,15,43699.99999999999,0.43756712677513027,8056.875,0.5656836091915219,s0Rtz3E2ptHQjSwcDO30xQ,Total Health and Fitness,84020,40.52724869054448,-111.869541
personal_training,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,4,12,43699.99999999999,0.43756712677513027,9916.153846153846,0.749938469541394,kEO0P9hGj5plK9JNecqJKw,Orangetheory Fitness Draper,84020,40.50095,-111.88758
general_gym,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,6,16,43699.99999999999,0.43756712677513027,7582.941176470588,0.6488243744103859,v6-C7iYjv51mqtXAgxjCXw,Ute CrossFit East Draper,84020,40.5270483,-111.8633916
martial_arts,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,0,9,43699.99999999999,0.43756712677513027,12891.0,0.0,HMcmX8DMgQs9pnak5U0Y-A,CRBJJ School,84020,40.5002534337339,-111.86741895704024
general_gym,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,1,16,43699.99999999999,0.43756712677513027,7582.941176470588,0.5717328553768931,SE4Juscv4rS1xEk1jysb_g,Bailie's Gymnastics,84020,40.513137,-111.89373
general_gym,0,90562.0,389700.0,32.2,6.083588080181084,21.424404359088044,42853.0,1,11,114762.5,0.16334912374862903,7546.833333333333,0.7213672183830437,4qDx4OH5hXBCO4pP2RN3nQ,Kearns Oquirrh Park Fitness Center,84118,40.648895,-112.007071
general_gym,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,3,9,43699.99999999999,0.43756712677513027,12891.0,0.601588439863031,AphNEIK_AUE6MioTgJVThg,Aerobatics Gym,84020,40.49661,-111.89011
personal_training,0,128192.0,632100.0,34.3,16.644342893161046,18.113772455089823,50768.0,1,7,65685.71428571429,0.25606681374093915,16024.0,0.601588439863031,RjgKwuBWYeumnx5qm5lUqw,Premier Fitness and Massage,84065,40.48978113897696,-111.91834463496482
martial_arts,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,7,15,43699.99999999999,0.43756712677513027,8056.875,0.6099378890944547,Qc7mgmpTIERn2twEGBl24Q,Bobby Lawrence Karate of Draper,84020,40.527674052254,-111.870727
general_gym,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,3,13,43699.99999999999,0.43756712677513027,9207.857142857143,0.551588439863031,e7XMkv4Z5mfJh9TmqUfziA,Crossfit OUR,84020,40.5036326,-111.8969617
general_gym,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,4,16,43699.99999999999,0.43756712677513027,7582.941176470588,0.6216707444713477,y0JIMu87lLswqQePQ1jWBQ,VASA Fitness - Draper,84020,40.531071,-111.887938
martial_arts,0,87813.0,648900.0,40.9,24.171337069655724,20.144115292233785,24980.0,1,22,26484.210526315783,0.7205764611689351,3817.9565217391305,0.7129195437388769,JDrrcmvx644yZ_nOIBIUCg,First BJJ - Carlson Gracie Utah,84117,40.6516290857246,-111.851123265082
personal_training,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,1,18,43699.99999999999,0.43756712677513027,6784.736842105263,0.601588439863031,5KWqfMdNNxHM1XJlELAHzg,CrossFit Draper,84020,40.51422820063761,-111.8871899250688
general_gym,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,4,21,28160.0,0.48204998097171126,6107.954545454545,0.6440336388698849,aMbkXq6KhKiNwFzHau6RRg,VASA Fitness - Kaysville,84037,41.03847,-111.94085
other,0,127338.0,650700.0,32.6,18.67737996770255,15.955728858954664,25389.0,2,10,31161.53846153846,0.4726456339359565,11576.181818181818,0.0,KVliI2nXUmpEAiCxKwfntg,Ovation Health,84025,40.9918,-111.89777
personal_training,0,127338.0,650700.0,32.6,18.67737996770255,15.955728858954664,25389.0,2,11,31161.53846153846,0.4726456339359565,10611.5,0.0,SCfkn72AH-erfZq1WaIKXQ,Body Image Builder,84025,40.9855651855469,-111.892364501953
personal_training,0,127338.0,650700.0,32.6,18.67737996770255,15.955728858954664,25389.0,3,10,31161.53846153846,0.4726456339359565,11576.181818181818,0.0,LFddrm8xgG3-vkVHuveWog,Peak Performance,84025,41.0020542,-111.9100345
general_gym,0,127338.0,650700.0,32.6,18.67737996770255,15.955728858954664,25389.0,3,10,31161.53846153846,0.4726456339359565,11576.181818181818,0.0,etAIbsTWaeLVl0BmaeK2TA,Body Worx,84025,41.0032782,-111.9107263
general_gym,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,6,18,28160.0,0.48204998097171126,7072.368421052632,0.5640951693284909,l5m3WJZ25Au2yzrkfQnhxg,Nimbus Athletics,84037,41.0347251,-111.9389335
general_gym,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,5,21,28160.0,0.48204998097171126,6107.954545454545,0.5922855079854729,66smPrCESsxDTRCTRx9rGg,Orangetheory Fitness,84037,41.04053,-111.96515
general_gym,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,2,24,52860.0,0.43494019572308806,3584.16,0.264095169328491,SclDRlYPzhIMI-uLgnkbaQ,Fat Albert's Gym & Fitness,84041,41.0610114,-111.966392
personal_training,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,2,14,28160.0,0.48204998097171126,8958.333333333334,0.5640951693284909,zxzjOOrnK_ew0-zXzcWLTg,Pivot Fitness,84037,41.02915429999999,-111.9494488
personal_training,0,72735.0,499300.0,31.8,23.89937106918239,48.15051700245176,9381.0,15,56,19639.130434782608,2.3451657605798957,1276.0526315789473,0.0,hJDV8Vi9G0elQzJRsEXAAg,Gain Fitness,84101,40.760643294764,-111.888120740662
mind_body,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,2,23,52860.0,0.43494019572308806,3733.5,0.4456836091915218,w5pWrcM3eAfUEmvBlOhIsA,Club Pilates,84041,41.0580066,-111.9586258
martial_arts,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,3,18,52860.0,0.43494019572308806,4716.0,0.264095169328491,M83j-Q-BZsPeVPg0hIuIlw,Gracie Barra,84041,41.06044259999999,-111.9459182
martial_arts,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,6,20,28160.0,0.48204998097171126,6398.809523809524,0.1640951693284909,6HqyofDIs6n2vNWnLn6IXw,Premier Martial Arts - Kaysville,84037,41.03881,-111.94388
other,0,134375.0,636700.0,34.1,18.893822148928074,14.288976278066723,39415.0,2,2,28160.0,0.48204998097171126,44791.666666666664,0.0,hUrpx9o9mBa6hEhTtAS2gA,Diamond Detox,84037,41.03149,-111.90136
martial_arts,0,89604.0,443100.0,30.8,11.31569409206234,23.948894527002537,55180.0,3,18,52860.0,0.43494019572308806,4716.0,0.0,XdHq1cOoRr1-FrfgIaKTYQ,Estavel Brazilian Jiu-Jitsu,84041,41.060452,-111.946049
mind_body,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,5,35,28364.864864864863,1.0223497003947406,2820.8611111111113,0.765828024705384,27F77805UbpazzRKgDIRtA,Ritual Hot Yoga - Salt Lake City,84106,40.69236230398099,-111.8487055523654
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,14,44,28364.864864864863,1.0223497003947406,2256.688888888889,0.7031768797260619,3rKy2MKG7myp1UwH493ZCw,Shred415 Millcreek,84106,40.702547,-111.8525593
climbing_outdoor,0,75571.0,582000.0,23.4,14.24385442995504,44.41138971525712,44707.0,2,21,124093.75,0.33551792784127765,3435.0454545454545,0.719938469541394,oy1xdFEQpPiKY3Excos6bw,The Quarry,84604,40.2649049,-111.6697406
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,15,38,28364.864864864863,1.0223497003947406,2603.871794871795,0.7031768797260619,rHiiobknJHu2sg05DDLtwA,SLC Strength & Conditioning,84106,40.700569337208314,-111.85126656864776
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,13,48,28364.864864864863,1.0223497003947406,2072.469387755102,0.7170147130673679,dIWuc1S5uZQ9HDY2YvWgug,K Effect Training,84106,40.70291,-111.85916
mind_body,0,75571.0,582000.0,23.4,14.24385442995504,44.41138971525712,44707.0,3,11,124093.75,0.33551792784127765,6297.583333333333,0.7440330584229455,KIGEwfvhL2djSJzEcIP1yQ,3B Yoga,84604,40.2985456,-111.6580047020616
general_gym,0,87813.0,648900.0,40.9,24.171337069655724,20.144115292233785,24980.0,6,14,26484.210526315783,0.7205764611689351,5854.2,0.7476487488207717,gD8Je8usDaUw3MtF8Fx_lw,Orangetheory Fitness,84117,40.66947,-111.82415
general_gym,0,96999.0,459300.0,30.9,12.419076026166833,19.865776361725924,29503.0,0,5,83728.5714285714,0.20336914890011185,16166.5,0.693176879726062,zO-PMLh1Nwn-h_dOFum-zw,Anytime Fitness,84651,40.0322371389139,-111.735760121641
general_gym,0,82780.0,440200.0,28.4,17.347685800276565,28.516038068382095,36881.0,5,22,43820.833333333336,0.6236273419918115,3599.1304347826085,0.7129195437388769,1KtgHD-THMRbG4wUCF7GiQ,EXL Fitness & Performance,84057,40.3272661,-111.7084065
general_gym,0,145034.0,731200.0,36.2,25.520670216097713,20.991230817413093,25544.0,5,21,53620.000000000015,0.35233322893830255,6592.454545454545,0.6631768797260619,0QICNLTzqQSR-ESM4eaMhQ,OBSIDIAN FITNESS,84109,40.7001661303572,-111.8196208
martial_arts,0,65548.0,434700.0,33.0,15.275950418946058,34.35703898621979,28882.0,5,22,52226.31578947369,0.6232255383976179,2849.913043478261,0.7031768797260619,mHhOIDcjugfhbPcsX5CH7Q,Gracie Barra Salt Lake City,84115,40.68905133,-111.88953433
mind_body,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,7,20,5412.0,2.7845457709711106,6109.285714285715,0.7812754796526176,ZpH9dmR0rrEb1_7EYZ5ttg,The Shop,84060,40.65032,-111.50286
personal_training,0,103440.0,731800.0,33.6,17.80092681245452,17.96943816782199,26111.0,8,18,23460.0,0.7276626709049826,5444.210526315789,0.6656836091915219,ndt7zpukUYlyCusmX7-Y4g,Mountain Elite Massage and The Sanctuary,84032,40.5069388,-111.4139413
martial_arts,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,0,1,11303.703703703704,1.277201945276809,87059.5,0.7204128142734169,uZiiVMHz822g8apeYXTO3w,Park City Jiu Jitsu,84098,40.7233382,-111.4869298
mind_body,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,3,3,11303.703703703704,1.277201945276809,43529.75,0.7815263289574856,_P9Vt5nDtR3YYIv9qZCGYQ,Yoga Mastery Institute,84098,40.750914434168955,-111.572402
other,0,151343.0,891500.0,40.0,26.15249524367042,11.503000146348604,6833.0,0,0,26200.0,0.2926972047416947,151343.0,0.7670147130673678,ABKfuZPebnRcYMcwAe5o-Q,Park City Yoga Adventures,84049,40.632379,-111.441694
mind_body,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,1,17,11303.703703703704,1.277201945276809,9673.277777777777,0.6799378890944546,OlI52zldU7CNcW59911jYg,Eventful Yoga,84098,40.73387,-111.52816
personal_training,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,3,3,11303.703703703704,1.277201945276809,43529.75,0.6922855079854728,738VXgRGymJcWwxVpON0yw,Athletic Republic,84098,40.7507292,-111.5715636
other,0,74553.0,472400.0,25.0,15.011823698680873,39.570927946665144,35099.0,11,25,126263.63636363634,0.2849084019487735,2867.423076923077,0.7029195437388769,T5kVm1MSmIfFNQRHlI0o3w,Embody Wellness Center,84058,40.27541,-111.6887056
mind_body,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,0,2,5412.0,2.7845457709711106,42765.0,0.6799378890944546,b4m0Gd5_obkQAeQO5lIaiQ,Good Movement Studio,84060,40.6858999,-111.54049
mind_body,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,10,20,5412.0,2.7845457709711106,6109.285714285715,0.6799378890944546,P10HrFkqC-WocznCMcWehw,Pilates By Alison,84060,40.6576781,-111.5067257
other,2,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,11,20,5412.0,2.7845457709711106,6109.285714285715,0.7905572297872789,XLZen65HVcBddtr00ftgfg,Now and Zen Massage,84060,40.663453,-111.493592
mind_body,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,14,18,11303.703703703704,1.277201945276809,9164.157894736842,0.6922855079854728,lqZGCDDYgrNPv3u2rlHInA,Peak 45 - Park City,84098,40.72536478937925,-111.5426089918972
general_gym,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,12,20,5412.0,2.7845457709711106,6109.285714285715,0.7528574328333315,qMCiZFhxoMXQ6PYNaXhzMg,Silver Mountain Sports Club & Spa,84060,40.66319,-111.49361
mind_body,2,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,2,19,11303.703703703704,1.277201945276809,8705.95,0.6656836091915219,J1qLrTOC84g2i3KWTK5CNQ,Everly Grace Whole Beauty,84098,40.71246,-111.54764
mind_body,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,14,19,11303.703703703704,1.277201945276809,8705.95,0.7747653195890929,iyl5pp_3FMvW_Lr43_cniQ,Salt Pilates,84098,40.720173,-111.542444
general_gym,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,11,20,5412.0,2.7845457709711106,6109.285714285715,0.7217328553768931,xZYD_VhZOn9pWVTbiLa-ng,CrossFit MinersTown Strength & Conditioning,84060,40.66077,-111.506127
other,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,13,19,11303.703703703704,1.277201945276809,8705.95,0.6322855079854729,u7iMkFvp1GnbgBY83wbLPg,Upgrade Labs,84098,40.7204095287276,-111.5399872349182
other,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,14,19,11303.703703703704,1.277201945276809,8705.95,0.6904128142734169,VKVabnpMFeBqnRmUFVzJ2Q,Pure Barre,84098,40.7232268,-111.5420325
martial_arts,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,12,20,5412.0,2.7845457709711106,6109.285714285715,0.6799378890944546,5bA_5kExmEYvv8Yq3Zbr8Q,BJJ Revolution Utah,84060,40.66319,-111.49361
martial_arts,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,3,4,11303.703703703704,1.277201945276809,34823.8,0.6488243744103859,q2GIOK4S1-jwJDFa5Wc3Fg,Gracie Barra Park City,84098,40.74969,-111.57218
general_gym,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,13,19,11303.703703703704,1.277201945276809,8705.95,0.6812754796526175,wr38ucSaDxo_X2sWlcH0Dg,Orangetheory Fitness,84098,40.72045,-111.54169
mind_body,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,13,19,11303.703703703704,1.277201945276809,8705.95,0.585683609191522,VAm34Kqfx_RSNaWpnyaYKQ,PC Yoga Collective,84098,40.720105,-111.538771
other,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,7,20,11303.703703703704,1.277201945276809,8291.380952380952,0.601588439863031,tsTM86qqBiOKm5GGbCtxUw,The Beau Collective,84098,40.72803,-111.5514
